id	title	original_title	overview	release_date	original_language	genre_ids	adult	poster_path	backdrop_path	popularity	vote_count	vote_average	video
283566	Evangelion: 3.0+1.0 Thrice Upon a Time	シン・エヴァンゲリオン劇場版:||	In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each of them live a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.	2021-03-08	ja	16, 28, 18, 878	FALSE	/jDwZavHo99JtGsCyRzp4epeeBHx.jpg	/1EAxNqdkVnp48a7NUuNBHGflowM.jpg	283.503	243	8.8	FALSE
19404	Dilwale Dulhania Le Jayenge	दिलवाले दुल्हनिया ले जायेंगे	Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.	1995-10-20	hi	35, 18, 10749	FALSE	/2CAL2433ZeIihfX1Hb2139CX0pW.jpg	/gNBCvtYyGPbjPCT1k3MvJuNuXR6.jpg	16.102	3116	8.8	FALSE
278	The Shawshank Redemption	The Shawshank Redemption	Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.	1994-09-23	en	18, 80	FALSE	/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg	/9Xw0I5RV2ZqNLpul6lXKoviYg55.jpg	70.327	19524	8.7	FALSE
724089	Gabriel's Inferno Part II	Gabriel's Inferno Part II	Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?	2020-07-31	en	10749	FALSE	/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg	/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg	9.874	1296	8.7	FALSE
238	The Godfather	The Godfather	Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.	1972-03-14	en	18, 80	FALSE	/3bhkrj58Vtu7enYsRolD1fZdja1.jpg	/rSPw7tgCH9c6NqICZef4kZjFOQ5.jpg	48.395	14710	8.7	FALSE
761053	Gabriel's Inferno Part III	Gabriel's Inferno Part III	The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.	2020-11-19	en	10749, 35	FALSE	/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg	/fQq1FWp1rC89xDrRMuyFJdFUdMd.jpg	31.541	853	8.7	FALSE
696374	Gabriel's Inferno	Gabriel's Inferno	An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.	2020-05-29	en	10749	FALSE	/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg	/w2uGvCpMtvRqZg6waC1hvLyZoJa.jpg	10.947	2093	8.6	FALSE
424	Schindler's List	Schindler's List	The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.	1993-11-30	en	18, 36, 10752	FALSE	/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg	/loRmRzQXZeqG78TqZuyvSlEQfZb.jpg	34.343	11719	8.6	FALSE
240	The Godfather: Part II	The Godfather: Part II	In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.	1974-12-20	en	18, 80	FALSE	/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg	/poec6RqOKY9iSiIUmfyfPfiLtvB.jpg	41.344	8815	8.6	FALSE
372058	Your Name.	君の名は。	High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.	2016-08-26	ja	10749, 16, 18	FALSE	/q719jXXEzOoYaps6babgKnONONX.jpg	/dIWwZW7dJJtqC6CgWzYkNVKIUm8.jpg	132.665	7784	8.6	FALSE
526702	Black Beauty	Black Beauty	Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.	2020-11-27	en	18	FALSE	/5ZjMNJJabwBEnGVQoR2yoMEL9um.jpg	/lQAe1hfWYDdYypRVdzTbdg6JYWP.jpg	15.506	208	8.6	FALSE
129	Spirited Away	千と千尋の神隠し	A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.	2001-07-20	ja	16, 10751, 14	FALSE	/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg	/Ab8mkHmkYADjU7wQiOkia9BzGvS.jpg	76.654	11738	8.5	FALSE
255709	Hope	소원	After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.	2013-10-02	ko	18	FALSE	/x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg	/l5K9elugftlcyIHHm4nylvsn26X.jpg	7.501	205	8.5	FALSE
496243	Parasite	기생충	All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.	2019-05-30	ko	35, 53, 18	FALSE	/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg	/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg	96.655	12001	8.5	FALSE
592350	My Hero Academia: Heroes Rising	僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング	Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.	2019-12-20	ja	16, 28, 14, 12	FALSE	/zGVbrulkupqpbwgiNedkJPyQum4.jpg	/9guoVF7zayiiUq5ulKQpt375VIy.jpg	318.356	780	8.5	FALSE
497	The Green Mile	The Green Mile	A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.	1999-12-10	en	14, 18, 80	FALSE	/velWPhVMQeQKcxggNEU8YmIo52R.jpg	/5Nz25DPXfQaSpDgce42Y3kFg9G4.jpg	45.495	12669	8.5	FALSE
389	12 Angry Men	12 Angry Men	The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.	1957-04-10	en	18	FALSE	/e02s4wmTAExkKg0yF4dEG98ZRpK.jpg	/qqHQsStV6exghCM7zbObuYBiYxw.jpg	21.789	5790	8.5	FALSE
40096	A Dog's Will	O Auto da Compadecida	The lively Jack the Cricket and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.	2000-09-15	pt	12, 35	FALSE	/m8eFedsS7vQCZCS8WGp5n1bVD0q.jpg	/alQqTpmEkxSLgajfEYTsTH6nAKB.jpg	11.143	802	8.5	FALSE
572154	Rascal Does Not Dream of a Dreaming Girl	青春ブタ野郎はゆめみる少女の夢を見ない	In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.	2019-06-15	ja	16, 35, 10749, 18, 14	FALSE	/pvdBzHOWjrLl69lUswPiVnI8szv.jpg	/5MgMCnslrxQfOfaq6T5ndkLlcCk.jpg	150.42	294	8.5	FALSE
680	Pulp Fiction	Pulp Fiction	A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.	1994-09-10	en	53, 80	FALSE	/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg	/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg	43.587	21644	8.5	FALSE
155	The Dark Knight	The Dark Knight	Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.	2008-07-16	en	18, 28, 80, 53	FALSE	/qJ2tW6WMUDux911r6m7haRef0WH.jpg	/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg	59.876	25696	8.5	FALSE
441130	Wolfwalkers	Wolfwalkers	In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.	2020-10-26	en	16, 10751, 12, 14	FALSE	/ehAKuE48okTuonq6TpsNQj8vFTC.jpg	/yHtB4KHNigx3ZoxDvQbW2SOXGfq.jpg	22.218	541	8.5	FALSE
122	The Lord of the Rings: The Return of the King	The Lord of the Rings: The Return of the King	Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.	2003-12-01	en	12, 14, 28	FALSE	/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg	/pm0RiwNpSja8gR0BTWpxo5a9Bbl.jpg	78.573	18150	8.5	FALSE
13	Forrest Gump	Forrest Gump	A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.	1994-07-06	en	35, 18, 10749	FALSE	/h5J4W4veyxMXDMjeNxZI46TsHOb.jpg	/tlEFuIlaxRPXIYVHXbOSAMCfWqk.jpg	40.52	21109	8.5	FALSE
11216	Cinema Paradiso	Nuovo Cinema Paradiso	A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.	1988-11-17	it	18, 10749	FALSE	/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg	/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg	21.052	3007	8.5	FALSE
637	Life Is Beautiful	La vita è bella	A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.	1997-12-20	it	35, 18	FALSE	/74hLDKjD5aGYOotO6esUVaeISa2.jpg	/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg	38.614	10390	8.5	FALSE
429	The Good, the Bad and the Ugly	Il buono, il brutto, il cattivo	While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.	1966-12-23	it	37	FALSE	/sN4h2uODctPePR8ot611XK3fdbs.jpg	/x4biAVdPVCghBlsVIzB6NmbghIz.jpg	33.013	6085	8.5	FALSE
644479	Dedicated to my ex	Dedicada a mi ex	The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.	2019-11-01	es	18, 35	FALSE	/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg	/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg	31.422	407	8.5	FALSE
346	Seven Samurai	七人の侍	A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.	1954-04-26	ja	28, 18	FALSE	/tGLc7BE56VkIfDJVRoT9GLMBUr9.jpg	/sJNNMCc6B7KZIY3LH3JMYJJNH5j.jpg	16.784	2355	8.5	FALSE
556574	Hamilton	Hamilton	Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.	2020-07-03	en	10402, 36, 18	FALSE	/h1B7tW0t399VDjAcWJh8m87469b.jpg	/uWVkEo9PWHu9algZsiLPi6sRU64.jpg	15.32	785	8.5	FALSE
769	GoodFellas	GoodFellas	The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.	1990-09-12	en	18, 80	FALSE	/6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg	/sw7mordbZxgITU877yTpZCud90M.jpg	29.072	9221	8.5	FALSE
311	Once Upon a Time in America	Once Upon a Time in America	A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.	1984-05-23	en	18, 80	FALSE	/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg	/rO4pfAIIrt3N905wTTe2HrH3uUv.jpg	20.691	3723	8.5	FALSE
14537	Harakiri	切腹	An unusual request for ritual suicide on a feudal lord's property leads to the unwinding of a greater mystery that challenges the clan's integrity.	1962-09-15	ja	28, 18, 36	FALSE	/fRqVjso3rdEcxZHXWE2xazDAtjI.jpg	/nC3IjYhUgZWgfKfFX0ygMigFwgc.jpg	11.376	517	8.4	FALSE
447362	Life in a Year	Life in a Year	A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.	2020-11-27	en	18, 10749	FALSE	/bP7u19opmHXYeTCUwGjlLldmUMc.jpg	/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg	80.021	794	8.4	FALSE
532067	KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson	この素晴らしい世界に祝福を！紅伝説	It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.	2019-08-30	ja	12, 35, 16, 14	FALSE	/j73LuQcA21KvkVFcroWWMN8tTJv.jpg	/m5HPKCi7GdhKmxPTcOQmcLfEmZ9.jpg	169.42	285	8.4	FALSE
539	Psycho	Psycho	When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.	1960-06-22	en	27, 18, 53	FALSE	/nR4LD4ZJg2n6LZQpcOrLFdMq0cD.jpg	/kZGaVeXSkkvrpMYvD97sxHj291k.jpg	37.236	7551	8.4	FALSE
378064	A Silent Voice: The Movie	映画 聲の形	Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?	2016-09-17	ja	16, 18	FALSE	/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg	/q5HZvtyqG8Vz39Ee9uTQbLeEml.jpg	116.71	2508	8.4	FALSE
550	Fight Club	Fight Club	"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."	1999-10-15	en	18	FALSE	/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg	/rr7E0NoGKxvbkb89eR1GwfoYjpA.jpg	52.709	22278	8.4	FALSE
510	One Flew Over the Cuckoo's Nest	One Flew Over the Cuckoo's Nest	While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.	1975-11-18	en	18	FALSE	/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg	/3KwAmIKMaDcBMonF5wmyNTL0SR6.jpg	29.774	7979	8.4	FALSE
92321	Hotarubi no Mori e	蛍火の杜へ	One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...	2011-09-17	ja	10749, 16, 14	FALSE	/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg	/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg	0.6	628	8.4	FALSE
12477	Grave of the Fireflies	火垂るの墓	In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.	1988-04-16	ja	16, 18, 10752	FALSE	/qG3RYlIVpTYclR9TYIsy8p7m7AT.jpg	/x5SRTwGtATzvFjRZXJxmitfqH4y.jpg	0.6	3665	8.4	FALSE
598	City of God	Cidade de Deus	Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...	2002-02-05	pt	18, 80	FALSE	/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg	/194dso1hBwQEgIU3fgS7mXHtFAj.jpg	27.364	5260	8.4	FALSE
630566	Clouds	Clouds	Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.	2020-10-09	en	10402, 18, 10749	FALSE	/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg	/bx326cwBtDsfDcnTgFlK5dXkyaC.jpg	19.859	727	8.4	FALSE
640344	Me contro Te: Il film - La vendetta del Signor S	Me contro Te: Il film - La vendetta del Signor S	Luì and Sofì fight the terrible Signor S once again, this time he will be revealed to the public!!!	2020-01-17	it	35, 10751	FALSE	/sfeQTIRkJjWt8IPDSBcPqkrcaas.jpg	/wooZWiC4NWH0ahCSUOogEmVejHo.jpg	7.831	413	8.4	FALSE
635302	Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train	劇場版「鬼滅の刃」無限列車編	Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!	2020-10-16	ja	16, 28, 12, 14	FALSE	/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg	/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg	687.305	1552	8.4	FALSE
324857	Spider-Man: Into the Spider-Verse	Spider-Man: Into the Spider-Verse	"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension."	2018-12-06	en	28, 12, 16, 878, 35	FALSE	/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg	/6qVF0gnLnbKCgcMfCpCB8GH7B5I.jpg	255.322	9782	8.4	FALSE
537061	Steven Universe: The Movie	Steven Universe: The Movie	Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.	2019-09-02	en	16, 10751, 14, 10402, 10770	FALSE	/8mRgpubxHqnqvENK4Bei30xMDvy.jpg	/re3ZvlKJg04iLpLRf1xTKHS2wLU.jpg	39.028	596	8.4	FALSE
791373	Zack Snyder's Justice League	Zack Snyder's Justice League	Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.	2021-03-18	en	28, 12, 14, 878	FALSE	/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg	/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg	612.03	6368	8.4	FALSE
4935	Howl's Moving Castle	ハウルの動く城	When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.	2004-11-19	ja	14, 16, 12	FALSE	/TkTPELv4kC3u1lkloush8skOjE.jpg	/vwBa7djy1oxfxUjc7YtVgGNsjrT.jpg	53.334	6615	8.4	FALSE
599	Sunset Boulevard	Sunset Boulevard	A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.	1950-08-10	en	18	FALSE	/zt8aQ6ksqK6p1AopC5zVTDS9pKT.jpg	/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg	10.792	1759	8.4	FALSE
18491	Neon Genesis Evangelion: The End of Evangelion	新世紀エヴァンゲリオン劇場版 Air／まごころを、君に	The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.	1997-07-19	ja	18, 878, 16, 28	FALSE	/m9PTii0XWCIKZBBrCrOn8RLTK0w.jpg	/AfyuI3glMCBDFmNPj9PY6DwbgGp.jpg	49.736	871	8.4	FALSE
522924	The Art of Racing in the Rain	The Art of Racing in the Rain	A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner, a race-car driver.	2019-08-08	en	35, 18, 10749	FALSE	/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg	/6esNUoXh4xQvucB7o7e3TCfjI65.jpg	42.593	879	8.4	FALSE
618344	Justice League Dark: Apokolips War	Justice League Dark: Apokolips War	Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.	2020-05-05	en	16, 28, 12, 14, 878	FALSE	/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg	/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg	49.26	1023	8.4	FALSE
663558	New Gods: Nezha Reborn	NE ZHA Reborn	3000 years after the boy-god Nezha conquers the Dragon King then disappears in mythological times, he returns as an ordinary man to find his own path to becoming a true hero.	2021-02-06	en	16, 28, 14	FALSE	/6goDkAD6J3br81YMQf0Gat8Bqjy.jpg	/y0SiXoTLQp93NbLQ4XhgVz18UAS.jpg	171.412	214	8.4	FALSE
1891	The Empire Strikes Back	The Empire Strikes Back	The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.	1980-05-20	en	12, 28, 878	FALSE	/7BuH8itoSrLExs2YZSsM01Qk2no.jpg	/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg	20.62	13280	8.4	FALSE
244786	Whiplash	Whiplash	Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.	2014-10-10	en	18, 10402	FALSE	/oPxnRhyAIzJKGUEdSiwTJQBa3NM.jpg	/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg	43.231	11328	8.4	FALSE
423	The Pianist	The Pianist	The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.	2002-09-17	en	18, 10752	FALSE	/enFfoFd3TYs6ttTxrBIfmecQPnz.jpg	/fuFcyX9pXcLeKfsEpArtnqV3gyX.jpg	27.206	6581	8.4	FALSE
73	American History X	American History X	Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.	1998-10-30	en	18	FALSE	/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg	/o4Thn9ooTZAZOYrlbWgVB20weSf.jpg	21.742	8887	8.4	FALSE
12493	High and Low	天国と地獄	An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.	1963-03-01	ja	80, 18, 9648, 53	FALSE	/tgNjemQPG96uIezpiUiXFcer5ga.jpg	/2xliq3zIrQPIWG66Fc0bgVoBUWc.jpg	9.056	467	8.4	FALSE
476292	Maquia: When the Promised Flower Blooms	さよならの朝に約束の花をかざろう	Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.	2018-02-24	ja	16, 14, 10749, 18	FALSE	/hL3NqRE2ccR4Y2sYSJTrmalRjrz.jpg	/pSsHFCwM5KMoRCc8X8wjpUDrlvr.jpg	69.037	376	8.4	FALSE
3782	Ikiru	生きる	Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.	1952-10-09	ja	18	FALSE	/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg	/5qtOVAcBFogwktkseoZSfZVq6bx.jpg	11.083	686	8.4	FALSE
914	The Great Dictator	The Great Dictator	Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.	1940-10-23	en	35	FALSE	/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg	/7jTgJ24UPkWeb5zzH7ihs554xVy.jpg	12.406	2370	8.4	FALSE
901	City Lights	City Lights	In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.	1931-02-01	en	35, 18, 10749	FALSE	/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg	/ps82zgSDimvlYps6otcMYshrVyS.jpg	11.864	1460	8.4	FALSE
